"country";"year";"population";"gdp";"carbon_intensity_elec";"coal_electricity";"coal_production";"electricity_demand";"electricity_generation";"energy_cons_change_pct";"energy_per_gdp";"fossil_electricity";"gas_electricity";"gas_production";"greenhouse_gas_emissions";"hydro_electricity";"net_elec_imports";"nuclear_consumption";"nuclear_electricity";"oil_electricity";"oil_production";"other_renewable_electricity";"primary_energy_consumption";"renewables_electricity";"solar_electricity";"wind_electricity"
"Lithuania";2006;3.322937;58.53632512;130.581;0;0;11.44;11.87;-4.503;1.531;2.79;2.46;0;1.55;0.4;-0.43;23.622;8.65;0.33;2.312;0.02;89.617;0.43;0;0.01
"Lithuania";2007;3.272416;65.02049792;121.693;0;0;11.86;13.23;9.47;1.509;2.82;2.4;0;1.61;0.42;-1.37;26.68;9.83;0.42;1.943;0.05;98.104;0.58;0;0.11
"Lithuania";2008;3.224384;66.72420864;117.647;0;0;12.13;13.09;-0.99;1.456;2.6;2.03;0;1.54;0.4;-0.96;26.679;9.89;0.57;1.894;0.07;97.133;0.6;0;0.13
"Lithuania";2009;3.180482;56.833646592;118.998;0;0;11.44;14.37;-7.309;1.584;2.84;2.1;0;1.71;0.42;-2.93;29.084;10.85;0.74;1.259;0.1;90.034;0.68;0;0.16
"Lithuania";2010;3.139021;57.760002048;433.684;0;0;10.74;4.75;-26.964;1.138;3.84;3.19;0;2.06;0.54;5.99;0;0;0.65;1.259;0.15;65.757;0.91;0;0.22
"Lithuania";2011;3.0998;61.248360448;380.952;0;0;10.73;3.99;4.168;1.118;2.88;2.67;0;1.52;0.48;6.74;0;0;0.21;1.259;0.16;68.498;1.11;0;0.47
"Lithuania";2012;3.06334;63.596855296;383.721;0;0;10.92;4.3;0.15;1.079;3.12;2.88;0;1.65;0.42;6.62;0;0;0.24;1.263;0.22;68.601;1.18;0;0.54
"Lithuania";2013;3.028191;65.826070528;339.196;0;0;10.93;3.98;-7.573;0.963;2.45;2.22;0;1.35;0.52;6.95;0;0;0.23;1.259;0.36;63.406;1.53;0.05;0.6
"Lithuania";2014;2.994928;68.128043008;320.809;0;0;11.08;3.46;-3.537;0.898;1.95;1.75;0;1.11;0.4;7.62;0;0;0.2;1.259;0.4;61.163;1.51;0.07;0.64
"Lithuania";2015;2.963764;69.33905408;332.5;0;0;11.21;4;4.516;0.922;2.32;1.98;0;1.33;0.35;7.21;0;0;0.34;1.259;0.45;63.925;1.68;0.07;0.81
"Lithuania";2016;2.933676;70.911025152;243.402;0;0;11.68;3.41;1.915;0.919;1.31;0.99;0;0.83;0.45;8.27;0;0;0.32;1.263;0.44;65.15;2.1;0.07;1.14
"Lithuania";2017;2.904452;73.923043328;173.134;0;18.097;12.03;3.35;5.368;0.929;0.82;0.6;1.002;0.58;0.6;8.68;0;0;0.22;8.128;0.5;68.647;2.53;0.07;1.36
"Lithuania";2018;2.876128;76.6175232;163.636;0;0;12.38;2.75;3.134;0.924;0.55;0.33;10.995;0.45;0.43;9.63;0;0;0.22;0.247;0.54;70.799;2.2;0.09;1.14
"Lithuania";2019;2.849083;52.44489728;162.42;0;19.696;12.48;3.14;0.094;1.532;0.67;0.52;0;0.51;0.35;9.34;0;0;0.15;62.227;0.53;70.866;2.47;0.09;1.5
"Lithuania";2020;2.820269;182.697967616;262.693;0;0;12.44;4.53;-0.806;0.46;1.96;1.7;108.434;1.19;0.3;7.91;0;0;0.26;691.956;0.59;70.294;2.57;0.13;1.55
"Lithuania";2021;2.786652;86.232260608;244.604;0;16.041;13.21;4.17;-0.206;2.343;1.55;1.22;582.858;1.02;0.38;9.04;0;0;0.33;1689.221;0.69;70.149;2.62;0.19;1.36
"Lithuania";2022;2.750058;80.675889152;195.704;0;0;12.76;4.19;-9.241;0.899;1.06;0.61;0;0.82;0.45;8.57;0;0;0.45;0;0.66;63.667;3.13;0.43;1.59
"Luxembourg";2000;0.435634;21.906683904;300;0;0;6.11;0.4;6.726;1.698;0.24;0.21;0;0.12;0.12;5.71;0;0;0.03;0;0.02;37.204;0.16;0;0.02
"Luxembourg";2001;0.441254;22.374428672;413.793;0;0;6.19;0.87;7.156;1.782;0.7;0.67;0;0.36;0.12;5.32;0;0;0.03;0;0.03;39.867;0.17;0;0.02
"Luxembourg";2002;0.44592;23.1390208;467.857;0;0;6.27;2.8;9.32;1.883;2.65;2.62;0;1.31;0.1;3.47;0;0;0.03;0;0.03;43.582;0.15;0;0.02
"Luxembourg";2003;0.451351;23.425226752;469.534;0;0;6.55;2.79;4.868;1.951;2.65;2.62;0;1.31;0.08;3.76;0;0;0.03;0;0.03;45.704;0.14;0;0.03
"Luxembourg";2004;0.457798;24.177319936;465.875;0;0;6.74;3.37;13.294;2.142;3.18;3.15;0;1.57;0.1;3.37;0;0;0.03;0;0.04;51.78;0.19;0.01;0.04
"Luxembourg";2005;0.464868;24.84769792;462.687;0;0;6.61;3.35;1.493;2.115;3.14;3.11;0;1.55;0.09;3.26;0;0;0.03;0;0.05;52.553;0.21;0.02;0.05
"Luxembourg";2006;0.472402;26.033442816;460.452;0;0;7.1;3.54;-1.763;1.983;3.29;3.25;0;1.63;0.11;3.56;0;0;0.04;0;0.06;51.627;0.25;0.02;0.06
"Luxembourg";2007;0.479877;28.098930688;457.68;0;0;7.15;3.19;-2.907;1.784;2.93;2.89;0;1.46;0.12;3.96;0;0;0.04;0;0.06;50.126;0.26;0.02;0.06
"Luxembourg";2008;0.488643;27.632140288;452.206;0;0;7.07;2.72;-0.728;1.801;2.44;2.4;0;1.23;0.13;4.35;0;0;0.04;0;0.07;49.761;0.28;0.02;0.06
"Luxembourg";2009;0.497876;26.325504;457.143;0;0;6.57;3.15;-4.356;1.808;2.88;2.84;0;1.44;0.11;3.42;0;0;0.04;0;0.08;47.593;0.27;0.02;0.06
"Luxembourg";2010;0.507075;27.4993664;459.877;0;0;7.3;3.24;5.301;1.822;2.97;2.92;0;1.49;0.11;4.06;0;0;0.05;0;0.08;50.116;0.27;0.02;0.06
"Luxembourg";2011;0.518207;28.088633344;458.333;0;0;7.12;2.64;-2.583;1.738;2.4;2.34;0;1.21;0.06;4.48;0;0;0.06;0;0.09;48.821;0.24;0.03;0.06
"Luxembourg";2012;0.530596;27.989147648;445.652;0;0;6.87;2.76;-1.778;1.713;2.45;2.39;0;1.23;0.1;4.11;0;0;0.06;0;0.09;47.953;0.31;0.04;0.08
"Luxembourg";2013;0.543068;29.106192384;413.043;0;0;6.78;1.84;-4.714;1.57;1.48;1.42;0;0.76;0.12;4.94;0;0;0.06;0;0.09;45.692;0.36;0.07;0.08
"Luxembourg";2014;0.556075;30.74387968;408.377;0;0;6.8;1.91;-3.104;1.44;1.51;1.45;0;0.78;0.11;4.89;0;0;0.06;0;0.12;44.274;0.4;0.09;0.08
"Luxembourg";2015;0.569415;31.97502464;365.672;0;0;6.94;1.34;-2.8;1.346;0.91;0.84;0;0.49;0.1;5.6;0;0;0.07;0;0.13;43.034;0.43;0.1;0.1
"Luxembourg";2016;0.583355;33.35781376;265.823;0;0;7.09;0.79;-1.337;1.273;0.33;0.26;0;0.21;0.12;6.3;0;0;0.07;0;0.14;42.459;0.46;0.1;0.1
"Luxembourg";2017;0.59629;33.958649856;244.444;0;0;7.08;0.9;4.465;1.306;0.3;0.22;32.026;0.22;0.09;6.18;0;0;0.08;62.227;0.17;44.355;0.6;0.11;0.23
"Luxembourg";2018;0.60792;35.015057408;229.167;0;10.846;7.12;0.96;4.681;1.326;0.28;0.2;0.089;0.22;0.09;6.16;0;0;0.08;0;0.22;46.431;0.68;0.12;0.25
"Luxembourg";2019;0.619981;273.56864512;205.607;0;0;6.95;1.07;1.846;1.078;0.27;0.19;27.357;0.22;0.11;5.88;0;0;0.08;8.044;0.28;47.288;0.8;0.13;0.28
"Luxembourg";2020;0.630401;296.773615616;196.721;0;34.673;6.68;1.22;-14.359;1.078;0.25;0.18;200.937;0.24;0.09;5.46;0;0;0.07;34.593;0.37;40.498;0.97;0.16;0.35
"Luxembourg";2021;0.63933;27.4993664;186.992;0;0;6.95;1.23;6.857;1.255;0.24;0.17;776.237;0.23;0.11;5.72;0;0;0.07;393.21;0.39;43.275;0.99;0.18;0.31
"Luxembourg";2022;0.647601;171.678334976;162.602;0;0;6.74;1.23;-9.711;0.801;0.18;0.11;47.001;0.2;0.08;5.51;0;0;0.07;0;0.41;39.073;1.05;0.25;0.31
"Malaysia";2000;22.945152;305.415979008;467.382;4.04;2.418;69.88;69.9;15.456;2.001;62.34;55.94;496.822;32.67;6.99;-0.02;0;0;2.36;390.204;0.571;611.257;7.56;0;0
"Malaysia";2001;23.542522;309.255241728;485.616;6.24;3.439;75.69;75.78;2.382;2.024;69.14;60.11;490.239;36.8;6.07;-0.09;0;0;2.79;378.975;0.574;625.815;6.64;0;0
"Malaysia";2002;24.142448;328.308785152;510.696;9.56;2.223;80.8;80.87;5.331;2.008;75.06;60.01;505.882;41.3;5.41;-0.07;0;0;5.49;397.959;0.404;659.175;5.81;0;0
"Malaysia";2003;24.73942;349.844013056;523.467;13.44;1.102;83.21;83.31;8.341;2.041;77.8;60.39;527.223;43.61;5.09;-0.1;0;0;3.97;411.863;0.417;714.156;5.51;0;0
"Malaysia";2004;25.33325;376.296144896;546.533;22.63;2.451;96.11;96.06;8.049;2.051;89.91;63.88;601.422;52.5;5.57;0.05;0;0;3.4;422.251;0.576;771.64;6.15;0;0
"Malaysia";2005;25.92354;397.908672512;550.886;25.23;4.963;96.52;98.75;8.221;2.099;92.15;63.89;677;54.4;6.01;-2.23;0;0;3.03;397.206;0.592;835.079;6.6;0;0
"Malaysia";2006;26.509416;423.206289408;550.726;26.63;5.674;101.67;103.99;1.048;1.994;97.05;67.39;674.659;57.27;6.32;-2.32;0;0;3.03;374.198;0.624;843.833;6.94;0;0
"Malaysia";2007;27.092604;453.156765696;562.229;30.86;6.77;106.29;108.55;6.663;1.986;101.83;67.95;676.287;61.03;5.96;-2.26;0;0;3.02;387.667;0.76;900.057;6.72;0;0
"Malaysia";2008;27.664304;478.51618304;551.173;31.03;7.897;113.35;113.83;3.618;1.949;105.22;71.48;692.051;62.74;7.81;-0.48;0;0;2.71;390.62;0.797;932.623;8.61;0;0
"Malaysia";2009;28.217208;474.711556096;571.355;37.64;13.465;116.02;116.11;-3.171;1.902;107.83;67.35;661.657;66.34;6.89;-0.09;0;0;2.84;369.845;1.393;903.049;8.28;0;0
"Malaysia";2010;28.717728;514.171994112;598.768;49.4;15.096;124.89;125.04;3.314;1.815;117.42;65.22;650.821;74.87;6.36;-0.15;0;0;2.8;384.608;1.263;932.974;7.62;0;0
"Malaysia";2011;29.18414;545.36830976;608.72;52.3;18.364;127.43;127.07;1.739;1.74;117.47;55.73;669.512;77.35;8.06;0.36;0;0;9.44;344.998;1.538;949.202;9.6;0;0
"Malaysia";2012;29.660216;575.19112192;602.401;55.62;18.578;134.17;134.08;9.398;1.805;123.32;60.99;692.507;80.77;9.25;0.09;0;0;6.71;349.709;1.502;1038.408;10.76;0.01;0
"Malaysia";2013;30.134806;602.189201408;578.705;53.66;18.226;141.16;140.97;4.654;1.805;127.93;71.17;725.886;81.58;11.8;0.19;0;0;3.1;333.951;1.104;1086.738;13.04;0.14;0
"Malaysia";2014;30.606454;638.408589312;575.642;55.83;16.575;147.48;147.47;1.001;1.719;133.16;73.84;721.741;84.89;13.39;0.01;0;0;3.49;346.535;0.693;1097.615;14.31;0.23;0
"Malaysia";2015;31.068834;670.135287808;586.636;63.47;16.383;150.12;150.11;1.555;1.663;135.17;69.96;768.46;88.06;13.92;0.01;0;0;1.74;374.354;0.751;1114.688;14.94;0.27;0
"Malaysia";2016;31.526414;698.530070528;575.487;69.15;15.135;155.99;156.65;5.211;1.679;135.56;65.23;766.955;90.15;20.02;-0.66;0;0;1.18;387.315;0.76;1172.769;21.09;0.31;0
"Malaysia";2017;31.975812;738.639609856;553.598;68.87;527.964;159.52;160.64;1.325;1.609;132.7;62.13;795.831;88.93;26.85;-1.12;0;0;1.7;382.099;0.765;1188.313;27.94;0.33;0
"Malaysia";2018;32.39927;773.658509312;565.013;77.29;4.547;169.09;170.58;1.788;1.563;142.27;64.05;761.19;96.38;26.33;-1.49;0;0;0.93;378.324;1.351;1209.563;28.31;0.63;0
"Malaysia";2019;32.804024;840.55457792;559.048;76.41;404.143;176.84;178.5;2.579;1.197;149.76;72.28;774.809;99.79;26.2;-1.66;0;0;1.07;355.428;1.136;1240.763;28.74;1.4;0
"Malaysia";2020;33.199988;638.408589312;571.959;84.22;489.696;167.95;169.61;-3.679;1.928;138.77;53.61;721.957;97.01;27.74;-1.66;0;0;0.94;328.585;1.144;1195.112;30.84;1.96;0
"Malaysia";2021;33.573872;499.592167424;548.605;77.96;9.312;172.92;174.57;6.463;1.719;140.11;60.88;780.289;95.77;30.79;-1.65;0;0;1.27;302.877;1.153;1272.354;34.46;2.52;0
"Malaysia";2022;33.938216;388.98368512;543.873;76.39;9.312;179.44;181.09;5.593;1.256;146.5;68.35;824.476;98.49;30.72;-1.65;0;0;1.76;296.88;1.153;1343.512;34.59;2.72;0
"Mexico";2000;97.873448;1241.194692608;494.9;17.33;62.973;194.99;194.12;6.024;1.364;141.8;36.65;333.787;96.07;32.8;0.87;23.327;7.81;87.82;1980.843;11.68;1693.276;44.51;0.01;0.02
"Mexico";2001;99.394288;1251.502718976;508.898;21.3;48.405;201.24;201.18;-0.808;1.342;153.33;46.76;331.407;102.38;28.22;0.06;24.599;8.29;85.27;2045.336;11.31;1679.593;39.56;0.01;0.02
"Mexico";2002;100.91708;1275.458093056;505.812;23.83;39.437;204.94;204.74;2.409;1.349;159.81;63.55;337.277;103.56;24.7;0.2;27.299;9.26;72.43;2068.057;10.94;1720.058;35.67;0.01;0.02
"Mexico";2003;102.429344;1306.677477376;510.147;26.46;51.328;201.66;202.53;1.214;1.332;160.61;69;348.404;103.32;19.68;-0.87;29.225;9.98;65.15;2188.768;12.23;1740.948;31.94;0.01;0.02
"Mexico";2004;103.945816;1373.060333568;495.33;21.35;68.347;219.31;220.58;5.867;1.342;173.78;82.86;370.27;109.26;24.95;-1.27;25.423;8.73;69.57;2210.196;13.09;1843.091;38.07;0.01;0.02
"Mexico";2005;105.4424;1427.076808704;498.963;29.19;70.614;229.69;231.36;9.578;1.415;179.09;76.94;443.119;115.44;27.38;-1.67;29.689;10.32;72.96;2168.895;14.54;2019.614;41.95;0.01;0.02
"Mexico";2006;106.886792;1510.62708224;475.231;28;78.72;236.01;236.79;1.464;1.357;182.94;102.38;484.522;112.53;30.09;-0.78;29.67;10.4;52.56;2123;13.29;2049.177;43.45;0.01;0.06
"Mexico";2007;108.302976;1572.35544064;477.821;27.93;84.943;242.75;243.92;0.941;1.316;192;113.96;468.586;116.55;27;-1.17;28.275;9.95;50.11;2003.05;14.7;2068.458;41.97;0.01;0.26
"Mexico";2008;109.684496;1607.400947712;446.864;18.59;80.504;246;247.1;4.112;1.34;184.73;114.33;472.306;110.42;38.79;-1.1;26.437;9.36;51.81;1824.703;13.94;2153.523;53.01;0.01;0.27
"Mexico";2009;111.049424;1543.872708608;475.23;25.81;70.741;244.56;245.46;-1.685;1.371;194.93;121.11;525.831;116.65;26.45;-0.9;28.142;10.11;48.01;1705.704;13.36;2117.228;40.42;0.01;0.6
"Mexico";2010;112.5324;1637.760630784;467.645;30.03;85.135;263.46;264.41;0.3;1.297;207.5;133.27;511.778;123.65;36.79;-0.95;15.659;5.66;44.2;1693.334;13.19;2123.579;51.25;0.03;1.24
"Mexico";2011;114.15048;1716.06081536;467.242;31.39;108.967;279.54;280.24;4.54;1.294;219.95;140.96;520.99;130.94;35.93;-0.7;26.708;9.66;47.6;1680.75;13.03;2219.981;50.63;0.04;1.63
"Mexico";2012;115.755912;1785.373786112;479.983;32;86.335;285.82;284.76;0.895;1.255;229.19;143.61;508.502;136.68;31.59;1.06;23.074;8.41;53.58;1673.237;11.83;2239.852;47.16;0.07;3.67
"Mexico";2013;117.29068;1810.56176128;471.352;29.87;83.299;287.25;287.28;0.063;1.238;231.25;155.78;524.88;135.41;27.72;-0.03;30.86;11.38;45.6;1652.521;12.65;2241.271;44.65;0.11;4.17
"Mexico";2014;118.755888;1851.26617088;445.015;31.32;84.369;289.64;290.17;-0.614;1.203;223.43;161.38;512.998;129.13;38.55;-0.53;25.157;9.3;30.73;1597.31;12.32;2227.508;57.44;0.22;6.35
"Mexico";2015;120.149896;1899.58520832;450.282;31.48;79.913;297.21;297.88;-1.101;1.16;234.28;173.69;479.469;134.13;30.61;-0.67;29.917;11.18;29.11;1485.55;13.12;2202.979;52.42;0.24;8.45
"Mexico";2016;121.519224;1923.88726784;452.973;31.78;70.601;303.28;303.02;2.263;1.171;239.78;177.08;436.514;137.26;29.74;0.26;27.146;10.27;30.92;1413.242;12.84;2252.842;52.97;0.46;9.93
"Mexico";2017;122.839256;1964.635193344;448.484;28.12;85.622;309.48;309.13;1.908;1.169;242.79;179.25;382.684;138.64;31.74;0.35;27.792;10.57;35.42;1274.469;13.05;2295.823;55.77;1.07;9.91
"Mexico";2018;124.013864;2006.599729152;441.178;27;77.661;333.27;332.02;-1.313;1.129;260.57;200.38;378.788;146.48;32.3;1.25;34.414;13.32;33.19;1190.915;11.94;2265.69;58.13;1.36;12.53
"Mexico";2019;125.085312;2077.209133056;442.827;29.42;64.017;318.89;318.07;-1.159;0.693;248.35;187.61;367.109;140.85;23.54;0.82;28.304;10.88;31.32;1104.854;11.55;2239.439;58.84;6.97;16.78
"Mexico";2020;125.998296;2130.78376448;419.649;18.92;53.414;329.52;325.51;-7.826;1.082;245.38;193.98;355.253;136.6;26.74;4.01;28.17;10.87;32.48;1106.144;11.51;2064.19;69.26;11.24;19.77
"Mexico";2021;126.705136;2783.164760064;402.315;14.09;38.211;339.37;336.95;7.513;1.135;245.4;197.05;383.681;135.56;34.47;2.42;29.938;11.43;34.26;1122.136;10.52;2219.266;80.12;14.16;20.97
"Mexico";2022;127.50412;2783.164760064;423.805;21.7;38.235;351.92;349.5;9.214;0.734;259.5;188.44;403.513;148.12;35.3;2.42;27.144;10.36;49.36;1136.017;10.72;2423.75;79.64;13.39;20.23
"Morocco";2000;28.55442;136.310685696;769.992;11.36;0.257;14.13;12.13;-0.868;0.862;11.36;0;0.542;9.34;0.71;2;0;0;0;0.185;0;117.463;0.77;0;0.06
"Morocco";2001;28.9301;146.279415808;759.859;13.13;0.017;15.65;14.2;8.038;0.868;13.13;0;0.542;10.79;0.86;1.45;0;0;0;0.246;0;126.905;1.07;0;0.21
"Morocco";2002;29.30182;150.893953024;751.815;12.37;0;16.5;15.15;2.511;0.862;14.12;0;0.542;11.39;0.84;1.35;0;0;1.75;0.16;0;130.092;1.03;0;0.19
"Morocco";2003;29.661272;159.964561408;725.121;12.69;0;17.9;16.48;0.275;0.815;14.84;0;0.542;11.95;1.44;1.42;0;0;2.15;0.123;0;130.45;1.64;0;0.2
"Morocco";2004;30.033124;167.760838656;722.699;13.41;0.164;19;17.49;13.885;0.886;15.7;0;0.434;12.64;1.59;1.51;0;0;2.29;0.123;0;148.563;1.79;0;0.2
"Morocco";2005;30.431898;173.624639488;715.655;12.71;0.082;19.58;18.78;8.596;0.929;17.6;2;0.495;13.44;0.97;0.8;0;0;2.89;0.086;0;161.334;1.18;0;0.21
"Morocco";2006;30.833024;187.29025536;711.838;12.9;0.027;21.26;19.26;2.065;0.879;18.09;2.51;0.723;13.71;0.99;2;0;0;2.68;0.123;0;164.665;1.17;0;0.18
"Morocco";2007;31.232634;194.460172288;704.91;12.51;0;22.8;19.35;-0.872;0.839;18.16;2.84;0.693;13.64;0.91;3.45;0;0;2.81;0.135;0;163.228;1.19;0;0.28
"Morocco";2008;31.634996;206.5227776;697.556;11.49;0;23.9;19.64;10.355;0.872;18.42;2.83;0.662;13.7;0.92;4.26;0;0;4.1;0.111;0;180.131;1.22;0;0.3
"Morocco";2009;32.04288;215.877484544;633.05;10.56;0;24.65;20.03;-2.41;0.814;17.1;2.97;0.662;12.68;2.54;4.62;0;0;3.57;0.098;0;175.79;2.93;0;0.39
"Morocco";2010;32.464866;224.738361344;612.944;11.44;0;27.58;23.64;10.903;0.867;19.54;3.12;0.751;14.49;3.43;3.94;0;0;4.98;0.123;0.01;194.956;4.1;0;0.66
"Morocco";2011;32.903708;237.16593664;650;12.1;0;29.61;25;5.022;0.863;22.31;4.2;0.643;16.25;1.99;4.61;0;0;6.01;0.123;0.01;204.747;2.69;0;0.69
"Morocco";2012;33.352166;244.646084608;644.891;12.36;0;32.24;27.4;1.795;0.852;24.98;6.47;0.847;17.67;1.62;4.84;0;0;6.15;0.086;0.01;208.422;2.42;0.06;0.73
"Morocco";2013;33.803528;256.075628544;601.568;12.03;0;32.18;26.78;2.666;0.836;22.59;5.82;1.04;16.11;2.76;5.4;0;0;4.74;0.098;0.01;213.979;4.19;0.06;1.36
"Morocco";2014;34.248608;262.911197184;636.986;15.82;0;33.75;27.74;1.423;0.825;24.13;5.6;1.04;17.67;1.62;6.01;0;0;2.71;0.098;0.01;217.025;3.61;0.06;1.92
"Morocco";2015;34.680456;275.09161984;625.466;17.05;0;34.5;29.53;1.766;0.803;25.1;5.78;1.008;18.47;1.87;4.97;0;0;2.27;0.098;0.01;220.859;4.43;0.03;2.52
"Morocco";2016;35.107272;279.436951552;620.735;16.89;0;35.63;30.48;1.116;0.799;25.78;5.88;0.922;18.92;1.24;5.15;0;0;3.01;0.099;0.01;223.324;4.7;0.43;3.02
"Morocco";2017;35.528116;291.271114752;626.544;17.55;10.195;37.47;31.57;4.691;0.803;26.88;5.84;257.715;19.78;1.17;5.9;0;0;3.49;93.957;0.04;233.801;4.69;0.44;3.04
"Morocco";2018;35.927516;299.980095488;613.205;21.24;0.017;37.6;34.23;3.427;0.806;27.7;5.19;9.51;20.99;1.68;3.37;0;0;1.27;0;0.04;241.814;6.53;0.95;3.86
"Morocco";2019;36.304408;300.624052224;627.157;26.88;89.81;39.06;39.99;9.109;1.099;32.39;4.69;188.995;25.08;1.26;-0.93;0;0;0.82;168.272;0.04;263.841;7.6;1.58;4.72
"Morocco";2020;36.688768;139.096784896;642.001;27.21;83.798;38.61;38.38;-8.898;2.403;31.36;3.46;355.857;24.64;0.87;0.23;0;0;0.69;251.985;0.04;240.363;7.02;1.52;4.59
"Morocco";2021;37.076588;463.720546304;630.751;28.28;84.369;42.27;41.3;11.628;1.028;33.12;3.46;95.54;26.05;1.21;0.97;0;0;1.38;303.73;0.04;268.313;8.18;1.82;5.11
"Morocco";2022;37.457976;1946.812547072;489.986;1.54;1594.822;NA;41.156;-4.299;1.091;829.98;1333.48;938.576;828.44;0.35;-64.06;0;0;1.15;2166.881;0;256.779;7.154;1.448;5.356
"Myanmar";2000;45.53834;84.0935424;308.163;0;3.446;4.9;4.9;15.233;0.571;2.92;2.89;33.405;1.51;1.87;0;0;0;0.03;7.875;0.11;48.049;1.98;0;0
"Myanmar";2001;46.014828;92.175081472;296.214;0;3.814;4.49;4.49;-7.697;0.481;2.56;2.53;68.775;1.33;1.8;0;0;0;0.03;6.525;0.13;44.351;1.93;0;0
"Myanmar";2002;46.480236;101.59149056;278.557;0;2.893;4.99;4.99;16.054;0.507;2.67;2.64;82.53;1.39;2.21;0;0;0;0.03;9.761;0.11;51.471;2.32;0;0
"Myanmar";2003;46.924296;113.781440512;291.822;0;5.086;5.38;5.38;12.726;0.51;3.03;3;94.32;1.57;2.23;0;0;0;0.03;9.747;0.12;58.021;2.35;0;0
"Myanmar";2004;47.338444;127.115616256;282.004;0.05;2.775;5.39;5.39;4.87;0.479;2.88;2.8;100.215;1.52;2.38;0;0;0;0.03;12.996;0.13;60.847;2.51;0;0
"Myanmar";2005;47.724472;142.03912192;259.45;0.22;3.41;5.82;5.82;28.85;0.552;2.72;2.47;119.865;1.51;2.97;0;0;0;0.03;12.978;0.13;78.402;3.1;0;0
"Myanmar";2006;48.088276;158.028611584;247.059;0.36;4.355;5.95;5.95;-5.605;0.468;2.52;2.14;123.795;1.47;3.29;0;0;0;0.02;14.917;0.14;74.007;3.43;0;0
"Myanmar";2007;48.445652;174.123352064;234.249;0.38;4.605;6.19;6.19;7.931;0.459;2.44;2.03;132.834;1.45;3.58;0;0;0;0.03;13.733;0.17;79.877;3.75;0;0
"Myanmar";2008;48.72948;177.512906752;202.492;0.19;3.975;6.42;6.42;-8.196;0.413;2.22;2;121.83;1.3;4.03;0;0;0;0.03;13.894;0.17;73.33;4.2;0;0
"Myanmar";2009;49.015836;183.291527168;138.032;0.21;3.684;6.81;6.81;-7.897;0.368;1.45;1.21;113.524;0.94;5.2;0;0;0;0.03;11.749;0.16;67.539;5.36;0;0
"Myanmar";2010;49.390988;189.724114944;179.837;0.34;4.076;7.34;7.34;1.422;0.361;2.13;1.76;122.079;1.32;5.05;0;0;0;0.03;13.196;0.16;68.499;5.21;0;0
"Myanmar";2011;49.794528;197.359075328;134.715;0.22;4.117;9.65;9.65;9.418;0.38;2.07;1.82;125.5;1.3;7.44;0;0;0;0.03;12.984;0.14;74.951;7.58;0;0
"Myanmar";2012;50.218196;211.845251072;157.598;0.23;5.015;10.66;10.66;19.237;0.422;2.8;2.53;125.111;1.68;7.69;0;0;0;0.04;13.019;0.17;89.368;7.86;0;0
"Myanmar";2013;50.648336;229.51215104;155.993;0.13;3.608;12.18;12.18;15.783;0.451;3.24;3.05;128.609;1.9;8.73;0;0;0;0.06;12.984;0.2;103.474;8.94;0.01;0
"Myanmar";2014;51.072436;247.6294144;197.425;0.07;3.436;13.98;13.98;16.904;0.488;5.02;4.89;165.432;2.76;8.74;0;0;0;0.06;12.71;0.21;120.965;8.96;0.01;0
"Myanmar";2015;51.483956;265.615310848;211.33;0.06;2.76;15.71;15.71;-6.684;0.425;6.18;6.07;192.167;3.32;9.31;0;0;0;0.05;9.761;0.19;112.88;9.53;0.03;0
"Myanmar";2016;51.892352;282.251788288;230.199;0.01;2.753;15.17;17.55;15.002;0.46;7.65;7.58;182.801;4.04;9.65;-2.38;0;0;0.06;9.788;0.2;129.814;9.9;0.05;0
"Myanmar";2017;52.288344;298.481287168;261.614;1.5;0;19.06;20.45;29.052;0.561;9.22;7.65;177.989;5.35;10.93;-1.39;0;0;0.07;36.309;0.24;167.527;11.23;0.06;0
"Myanmar";2018;52.666016;317.599023104;253.798;1.59;0;20.95;22.38;2.825;0.542;9.78;8.11;169.717;5.68;12.27;-1.43;0;0;0.08;61.743;0.26;172.26;12.6;0.07;0
"Myanmar";2019;53.040212;244.646084608;312.131;2.34;0;22.46;23.74;-1.555;1.131;12.86;10.41;184.819;7.41;10.52;-1.28;0;0;0.11;68.126;0.27;169.581;10.88;0.09;0
"Myanmar";2020;53.4232;292.966531072;296.689;1.91;1.94;22.22;23.56;0.277;1.098;12.27;10.2;175.069;6.99;11;-1.34;0;0;0.16;84.637;0.21;170.052;11.29;0.08;0
"Myanmar";2021;53.798088;283.821441024;330.8;2.15;0;21.03;22.37;-3.039;1.122;13.03;10.77;171.736;7.4;9;-1.34;0;0;0.11;523.14;0.24;164.883;9.34;0.1;0
"Myanmar";2022;54.179312;1477.42523392;600.873;847.97;22154.439;NA;1322.1;3.638;3.519;2540.17;1469.13;168.743;1295.21;0;47.26;0;0;185.18;384.057;1;9081.509;273.74;102.4;190.72
"Netherlands";2000;15.899138;603.576139776;563.262;24.28;0;108.3;89.39;1.312;1.668;82.49;51.52;613.611;50.35;0.14;18.91;11.121;3.93;6.69;31.068;1.99;1006.819;2.97;0.01;0.83
"Netherlands";2001;15.98163;619.963809792;563.63;25.48;0;110.71;93.43;3.848;1.686;86.14;53.77;646.472;52.66;0.12;17.28;11.199;3.98;6.89;26.584;2.35;1045.557;3.31;0.01;0.83
